ID	name	angle[rad]	betax[m]	betay[m]	halfgap[m]	Material	Length[m]	sigx[m]	sigy[m]	tilt1[rad]	tilt2[rad]	nsig
63	TCL.4R1.B1	0	469.1648264615	1304.1123692308	0.0073029355	CU	1	0.0004868604	0.000811715	0	0	15
64	TCL.5R1.B1	0	141.5360226462	774.2972994462	0.0040111438	CU	1	0.0002674099	0.0006254578	0	0	15
57	TCTH.4L2.B1	0	46.71444518	48.2550217	0.0061451016	W	1	0.00015363	0.00015614	0	0	40
61	TCTVA.4L2.B1	1.571	48.0504308	46.40519052	0.0061247272	W	1	0.00015581	0.00015312	0	0	40
75	TDI.4L2.B1	1.571	108.6478075	44.1344095	0.1491755482	CU	4	0.00023429	0.00014932	0	0	999
69	TCLIA.4R2	1.571	51.98736832	128.0627847	0.2541092266	C	1	0.00016207	0.00025436	0	0	999
70	TCLIB.6R2.B1	1.571	257.2338196	38.68004268	0.1396537148	C	1	0.0003605	0.00013979	0	0	999
1	TCP.6L3.B1	0	131.5206175	144.6940225	0.0038666215	C	0.6	0.00025777	0.00027038	0	0	15
2	TCSG.5L3.B1	0	54.60460614	298.623934	0.0029897207	C	1	0.0001661	0.00038842	0	0	18
4	TCSG.4R3.B1	0	26.20971531	395.1963096	0.0020713197	C	1	0.00011507	0.00044684	0	0	18
6	TCSG.A5R3.B1	2.98102	35.86769092	344.1113321	0.0026760322	C	1	0.00013462	0.00041696	0	0	18
8	TCSG.B5R3.B1	0.1989675347	45.53781755	312.6775382	0.003026992	C	1	0.00015168	0.00039746	0	0	18
46	TCLA.A5R3.B1	1.571	142.529326	176.013073	0.005964114	W	1	0.00026835	0.00029821	0	0	20
47	TCLA.B5R3.B1	0	151.6147642	168.687042	0.005535339	W	1	0.00027677	0.00029193	0	0	20
48	TCLA.6R3.B1	0	129.435736	168.7063954	0.0051144693	W	1	0.00025572	0.00029195	0	0	20
49	TCLA.7R3.B1	0	67.38946372	89.39793081	0.0036903663	W	1	0.00018452	0.00021252	0	0	20
58	TCTH.4L5.B1	0	1311.1723064615	505.1594237538	0.0093598999	W	1	0.0008139005	0.0005051988	0	0	11.5
59	TCTVA.4L5.B1	1.571	1316.5703076923	533.4234803692	0.0059700422	W	1	0.0008155757	0.0005191328	0	0	11.5
66	TCL.4R5.B1	0	469.1647131077	1304.1123716923	0.0073029346	CU	1	0.0004868604	0.000811715	0	0	15
67	TCL.5R5.B1	0	141.8979636923	776.8888584615	0.0040162693	CU	1	0.0002677538	0.0006265006	0	0	15
71	TCDQA.A4R6.B	0	484.2938691	161.3857436	0.0045013145	C	3	0.00049465	0.00028555	0	0	9.1
72	TCDQA.B4R6.B	0	495.2540308	165.456245	0.0045519647	C	3	0.00050022	0.00028912	0	0	9.1
73	TCDQA.C4R6.B	0	506.3882961	169.7317064	0.0046028487	C	3	0.00050581	0.00029284	0	0	9.1
74	TCSG.4R6.B1	0	518.853152	174.6779263	0.0046591544	C	1	0.00051199	0.00029707	0	0	9.1
10	TCP.D6L7.B1	1.571	158.8661277	78.26268007	0.001093663	C	0.6	0.00028331	0.00019885	0	0	5.5
11	TCP.C6L7.B1	0	150.5239382	82.76243325	0.0015167324	C	0.6	0.00027577	0.00020448	0	0	5.5
12	TCP.B6L7.B1	2.215	142.4584584	87.48737152	0.0012806618	C	0.6	0.00026828	0.00021024	0	0	5.5
16	TCSG.A6L7.B1	2.46266	39.87155446	226.9212034	0.0019168324	C	1	0.00014193	0.0003386	0	0	8
18	TCSG.B5L7.B1	2.50455	160.013983	166.5130192	0.002290924	C	1	0.00028433	0.00029005	0	0	8
20	TCSG.A5L7.B1	0.71035	185.9931184	145.9293063	0.0023373358	C	1	0.00030654	0.00027153	0	0	8
22	TCSG.D4L7.B1	1.5708	332.9600332	68.86047357	0.0014921706	C	1	0.00041015	0.00018652	0	0	8
26	TCSG.B4L7.B1	0	139.75788	130.9955093	0.0021257962	C	1	0.00026572	0.00025726	0	0	8
28	TCSG.A4L7.B1	2.34921	128.6710753	141.295417	0.0020898504	C	1	0.00025497	0.00026718	0	0	8
30	TCSG.A4R7.B1	0.80809	118.2810606	152.2203392	0.0020971803	C	1	0.00024446	0.00027732	0	0	8
