ID	name	angle[rad]	betax[m]	betay[m]	halfgap[m]	Material	Length[m]	sigx[m]	sigy[m]	tilt1[rad]	tilt2[rad]	nsig
63	TCL.4R1.B1	0	766.5875315	2142.807909	0.0093350278	CU	1	0.00062234	0.0010405	0	0	15
64	TCL.5R1.B1	0	222.5538305	1284.528735	0.0050298181	CU	1	0.00033532	0.00080559	0	0	15
65	TCL.6R1.B1	0	18.45734619	466.1102216	0.0019313372	W	1	0.000096567	0.00048527	0	0	20
57	TCTPH.4L2.B1	0	46.72778773	48.65941834	0.0056850307	W	1	0.00015365	0.00015679	0	0	37
61	TCTPV.4L2.B1	1.571	48.29473977	46.49578203	0.0056708999	W	1	0.0001562	0.00015327	0	0	37
75	TDI.4L2.B1	1.571	108.9565041	44.46075788	0.1497260657	CU	4	0.00023462	0.00014988	0	0	999
69	TCLIA.4R2	1.571	52.2967253	128.3592439	0.2544031819	C	1	0.00016255	0.00025466	0	0	999
70	TCLIB.6R2.B1	1.571	257.7620512	38.42292229	0.1391887763	C	1	0.00036087	0.00013933	0	0	999
1	TCP.6L3.B1	0	131.5206237	144.6940235	0.0038666216	C	0.6	0.00025777	0.00027038	0	0	15
2	TCSG.5L3.B1	0	54.60461289	298.6239342	0.0029897209	C	1	0.0001661	0.00038842	0	0	18
4	TCSG.4R3.B1	0	26.20971315	395.1963029	0.0020713196	C	1	0.00011507	0.00044684	0	0	18
6	TCSG.A5R3.B1	2.98102	35.86769137	344.1113266	0.0026760322	C	1	0.00013462	0.00041696	0	0	18
8	TCSG.B5R3.B1	0.1989675347	45.53781981	312.6775333	0.0030269921	C	1	0.00015168	0.00039746	0	0	18
46	TCLA.A5R3.B1	1.571	142.5293433	176.0130708	0.005964114	W	1	0.00026835	0.00029821	0	0	20
47	TCLA.B5R3.B1	0	151.6147828	168.6870401	0.0055353393	W	1	0.00027677	0.00029193	0	0	20
48	TCLA.6R3.B1	0	129.4357523	168.7063985	0.0051144696	W	1	0.00025572	0.00029195	0	0	20
49	TCLA.7R3.B1	0	67.38944049	89.3980202	0.0036903657	W	1	0.00018452	0.00021252	0	0	20
58	TCTPH.4L5.B1	0	2154.118545	825.4893721	0.0092847088	W	1	0.0010432	0.0006458	0	0	8.9
59	TCTPV.4L5.B1	1.571	2162.757105	871.7179387	0.0059063815	W	1	0.0010453	0.00066364	0	0	8.9
66	TCL.4R5.B1	0	766.587534	2142.807904	0.0093350278	CU	1	0.00062234	0.0010405	0	0	15
67	TCL.5R5.B1	0	223.2111766	1288.629647	0.0050372408	CU	1	0.00033582	0.00080688	0	0	15
68	TCL.6R5.B1	0	12.87184839	434.320196	0.0016128498	W	1	0.000080642	0.00046843	0	0	20
71	TCDQA.A4R6.B	0	484.2939229	161.3884295	0.0041055948	C	3	0.00049465	0.00028555	0	0	8.3
73	TCDQA.C4R6.B	0	495.2540874	165.4589245	0.0041517922	C	3	0.00050022	0.00028913	0	0	8.3
72	TCDQA.B4R6.B	0	506.3883554	169.7343759	0.0041982029	C	3	0.00050581	0.00029284	0	0	8.3
74	TCSP.A4R6.B1	0	518.8532144	174.6805807	0.0042495587	C	1	0.000512	0.00029707	0	0	8.3
10	TCP.D6L7.B1	1.571	158.86618	78.26267936	0.001093663	C	0.6	0.00028331	0.00019885	0	0	5.5
11	TCP.C6L7.B1	0	150.5239872	82.7624326	0.0015167326	C	0.6	0.00027577	0.00020448	0	0	5.5
12	TCP.B6L7.B1	2.215	142.4585043	87.48737094	0.0012806619	C	0.6	0.00026828	0.00021024	0	0	5.5
16	TCSG.A6L7.B1	2.46266	39.87155573	226.9212053	0.0017970304	C	1	0.00014193	0.0003386	0	0	7.5
18	TCSG.B5L7.B1	2.50455	160.0139521	166.5130222	0.0021477411	C	1	0.00028433	0.00029005	0	0	7.5
20	TCSG.A5L7.B1	0.71035	185.993085	145.9293091	0.0021912522	C	1	0.00030654	0.00027153	0	0	7.5
22	TCSG.D4L7.B1	1.5708	332.9599905	68.86047531	0.0013989099	C	1	0.00041015	0.00018652	0	0	7.5
26	TCSG.B4L7.B1	0	139.7578896	130.9955091	0.001992934	C	1	0.00026572	0.00025726	0	0	7.5
28	TCSG.A4L7.B1	2.34921	128.6710867	141.2954165	0.0019592348	C	1	0.00025497	0.00026718	0	0	7.5
30	TCSG.A4R7.B1	0.80809	118.2810736	152.2203384	0.0019661066	C	1	0.00024446	0.00027732	0	0	7.5
36	TCSG.B5R7.B1	2.46964	121.8533081	267.5806509	0.0022511918	C	1	0.00024812	0.00036768	0	0	7.5
40	TCSG.D5R7.B1	0.8971	213.8851121	158.5529547	0.0022622942	C	1	0.00032873	0.00028303	0	0	7.5
42	TCSG.E5R7.B1	2.27765	241.4085982	136.1173884	0.0022650392	C	1	0.00034924	0.00026224	0	0	7.5
44	TCSG.6R7.B1	0.00873	335.7666893	47.35650418	0.003088939	C	1	0.00041187	0.00015468	0	0	7.5
50	TCLA.A6R7.B1	1.571	297.0758492	48.15513343	0.0017157638	W	1	0.00038742	0.00015598	0	0	11
51	TCLA.B6R7.B1	0	159.5043898	76.38768665	0.0031226441	W	1	0.00028388	0.00019645	0	0	11
52	TCLA.C6R7.B1	1.571	68.61722712	151.8870115	0.0030471686	W	1	0.00018619	0.00027702	0	0	11
53	TCLA.D6R7.B1	0	65.04935054	157.9157299	0.0019941492	W	1	0.00018129	0.00028246	0	0	11
54	TCLA.A7R7.B1	0	64.6338743	146.453826	0.0019877706	W	1	0.00018071	0.00027202	0	0	11
60	TCTPH.4L8.B1	0	241.1571853	301.760653	0.0052358216	W	1	0.00034905	0.00039046	0	0	15
62	TCTPV.4L8.B1	1.571	251.6986902	302.9580861	0.0058684852	W	1	0.0003566	0.00039123	0	0	15
55	TCTPH.4L1.B1	0	2154.118553	825.4893742	0.0092847088	W	1	0.0010432	0.0006458	0	0	8.9
56	TCTPV.4L1.B1	1.571	2162.757113	871.717941	0.0059063815	W	1	0.0010453	0.00066364	0	0	8.9
