ID	name	angle[rad]	betax[m]	betay[m]	halfgap[m]	Material	Length[m]	sigx[m]	sigy[m]	tilt1[rad]	tilt2[rad]	nsig
1	TCL.4L1.B2	0	385.6517907	1074.721721	0.0066211346	CU	1	0.00044141	0.00073687	0	0	15
2	TCL.5L1.B2	0	121.5265886	629.5261321	0.0037168103	CU	1	0.00024779	0.00056396	0	0	15
4	TCTPH.4R8.B2	0	241.1571696	301.7606476	0.0052358215	W	1	0.00034905	0.00039046	0	0	15
6	TCTPV.4R8.B2	1.57079632	251.6986739	302.9580807	0.0058684852	W	1	0.0003566	0.00039123	0	0	15
5	TDI.4R8.B2	1.57079632	480.9753483	328.9238697	0.4072458474	C	4	0.00049295	0.00040765	0	0	999
7	TCLIA.4L8	1.57079632	335.2036451	536.5723144	0.5201434086	C	1	0.00041153	0.00052066	0	0	999
8	TCLIB.6L8.B2	1.57079632	74.69206412	9.765165948	0.0701695648	C	1	0.00019426	0.00007024	0	0	999
9	TCP.D6R7.B2	1.57079632	158.8661762	78.26267746	0.001093663	C	0.6	0.00028331	0.00019885	0	0	5.5
10	TCP.C6R7.B2	0	150.5239836	82.76243311	0.0015167326	C	0.6	0.00027577	0.00020448	0	0	5.5
11	TCP.B6R7.B2	2.22529479	142.4585009	87.487374	0.0012839103	C	0.6	0.00026828	0.00021024	0	0	5.5
15	TCSG.A6R7.B2	2.46615023	39.87155508	226.9212867	0.0019114473	C	1	0.00014193	0.0003386	0	0	8
17	TCSG.B5R7.B2	2.5062928	160.0139558	166.5131118	0.0022908477	C	1	0.00028433	0.00029005	0	0	8
19	TCSG.A5R7.B2	0.70860367	185.9930892	145.9293897	0.0023378143	C	1	0.00030654	0.00027153	0	0	8
21	TCSG.D4R7.B2	1.57079632	332.9599975	68.86051751	0.001492171	C	1	0.00041015	0.00018652	0	0	8
25	TCSG.B4R7.B2	0	151.5414841	121.3205931	0.0022136005	C	1	0.0002767	0.00024758	0	0	8
27	TCSG.A4R7.B2	2.30557994	139.757891	130.9954795	0.0020887866	C	1	0.00026572	0.00025726	0	0	8
29	TCSG.A4L7.B2	0.73478361	99.59141729	175.9451656	0.0020808483	C	1	0.00022431	0.00029815	0	0	8
35	TCSG.B5L7.B2	2.46964089	121.8533064	267.5805002	0.00240127	C	1	0.00024812	0.00036768	0	0	8
39	TCSG.D5L7.B2	0.89709923	213.88511	158.5528606	0.0024131137	C	1	0.00032873	0.00028303	0	0	8
41	TCSG.E5L7.B2	2.27765467	241.408596	136.1173066	0.0024160448	C	1	0.00034924	0.00026224	0	0	8
43	TCSG.6L7.B2	0.00872664	335.766688	47.35648474	0.0032948684	C	1	0.00041187	0.00015468	0	0	8
45	TCLA.A6L7.B2	1.57079632	297.0758484	48.15512095	0.0021836989	W	1	0.00038742	0.00015598	0	0	14
46	TCLA.B6L7.B2	0	159.5043905	76.38771428	0.0039742743	W	1	0.00028388	0.00019645	0	0	14
47	TCLA.C6L7.B2	1.57079632	68.61722836	151.8871001	0.0038782157	W	1	0.00018619	0.00027702	0	0	14
48	TCLA.D6L7.B2	0	65.04935178	157.9158227	0.0025380081	W	1	0.00018129	0.00028246	0	0	14
49	TCLA.A7L7.B2	0	65.94264108	143.1417533	0.0025553753	W	1	0.00018253	0.00026892	0	0	14
50	TCDQA.A4L6.B	0	488.4544238	161.8607316	0.0045206085	C	3	0.00049677	0.00028597	0	0	9.1
52	TCDQA.C4L6.B	0	499.5281287	165.4501873	0.0045715645	C	3	0.00050237	0.00028912	0	0	9.1
