sigx[m]	Betax[m]	Name	tilt2[rad]	Angle[rad]	Material	Betay[m]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.0004408126008861362	384.6125762875	TCL.4R1.B1	0.	0.	CU	1077.2360678750001	0.025	0.005289766079891726	0.	0.0007377334352427034	1.	63	12.
0.0002446342445366143	118.44943460625	TCL.5R1.B1	0.	0.	CU	621.12761926875	0.025	0.002935561767964323	0.	0.0005601862186530029	1.	64	12.
0.00007751532544398881	11.8928245425	TCL.6R1.B1	0.	0.	W	207.57637704375	0.025	0.015503008399388535	0.	0.00032384353609227716	1.	65	200.
0.00019802	77.61284027	TCTH.4L2.B1	0.	0.	W	90.58225135	0.025	0.002970308297	0.	0.00021393	1.	57	15.
0.00020066	79.69353993	TCTVA.4L2.B1	0.	1.571	W	89.59345662	0.025	0.0031913386	0.	0.00021276	1.	61	15.
0.0002646	138.5803166	TDI.4L2.B1.1	0.	1.571	Ti_in_TDI	87.79821985	5e-06	0.0549346438511	0.	0.00021061	4	75	999.
0.0002646	138.5803166	TDI.4L2.B1.1	0.	1.571	HBN	87.79821985	0.054	0.0549346438511	0.	0.00021061	4	75	999.
0.0002646	138.5803166	TDI.4L2.B1.2	0.	1.571	CU300K_in_TDI	87.79821985	2e-06	0.0549346438511	0.	0.00021061	0.6	75	999.
0.0002646	138.5803166	TDI.4L2.B1.2	0.	1.571	Al	87.79821985	0.054	0.0549346438511	0.	0.00021061	0.6	75	999.
0.0002646	138.5803166	TDI.4L2.B1.3	0.	1.571	Cu	87.79821985	0.054	0.0549346438511	0.	0.00021061	0.7	75	999.
0.00021443	91.01236777	TCLIA.4R2	0.	1.571	C	155.1657146	0.033	0.0279664271829	0.	0.00027999	1.	69	999.
0.00029869	176.5893858	TCLIB.6R2.B1	0.	1.571	CFC	74.45345601	0.025	0.0249205916696	0.	0.00019395	1.	70	999.
0.00025778	131.5240293	TCP.6L3.B1	0.	0.	CFC	144.6956981	0.025	0.003866671635	0.	0.00027038	0.6	1	15.
0.0001661	54.60750177	TCSG.5L3.B1	0.	0.	CFC	298.6333492	0.025	0.002989800019	0.	0.00038843	1.	2	18.
0.00011508	26.21106878	TCSG.4R3.B1	0.	0.	CFC	395.1679915	0.025	0.002071373191	0.	0.00044682	1.	4	18.
0.00013462	35.8680159	TCSG.A5R3.B1	0.	2.98102	CFC	344.0831665	0.025	0.002676019834	0.	0.00041694	1.	6	18.
